Name, Position_SW, Team, Age, Height, Weight, Year, Total Appearances, Full Appearances, Sub ON Appearances, Sub OFF Appearances, Clean Sheets, Total Goal Conceed,Average Goals Conceed, Goals From Corner, Goals Set Piece Crosses, Goals Direct Free Kicks, Goals Open Play, Goals Open Play Outside Box, Other Goals, Goals Conceed 2, Average Saves Per Game,Num Saves, Num Saves 2, Penalties Conceded, Penalties Saved, Average Saves Per Goal Total Saves Goal, Average Claims Success, Total Claims Success, Total Claims Fail, Average Punches,Total Punches Success, Total Punches Fail, Average Distance Success, Successful Goal Kicks, Unsuccessful Goal Kicks, Successful Kicks From Hands, Unsuccessful Kicks From Hands, Successful Threw Out, Unsuccessful Threw Out,Successful Others, Unsuccessful Others, Average Distance Length, Length Goal Kicks, Length Kicks From Hands, Length Threw Out, Length Other,Total Yellow Card, Violence Yellow Card, Tackle Yellow Card, Verbal Yellow Card, Other Yellow Card, Total Red Card, Violence Red Card, Tackle Red Card, Verbal Red Card, Other Red Card
Roberto,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/granada-cf/stats">
<span><img alt="Granada CF" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/20160729104431_granada_h.png" title="Granada CF"/></span>
<span class="fsclt-club-name">Granada CF</span>
</a>,,1.8m,80kg,2012-2013,14,14,0,0,6,17,1.21,4,4,4,4,4,4,17,2.86,40,0,0,0,2.35,29.1,91.0,53,5,36.0,10,0,40.0,42,116,31,67,34,1,85,104,51.0,59.71,55.43,25.07,45.86,3,0,0,1,2,0,0,0,0,0
Toño,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/granada-cf/stats">
<span><img alt="Granada CF" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/20160729104431_granada_h.png" title="Granada CF"/></span>
<span class="fsclt-club-name">Granada CF</span>
</a>,,1.82m,81kg,2012-2013,25,25,0,0,4,37,1.48,2,2,2,2,2,2,37,3.29,79,0,0,0,2.26,61.34,100.0,69,0,67.0,22,0,48.0,122,125,27,100,80,4,147,182,49.5,53.92,60.63,24.88,46.33,3,0,0,1,2,0,0,0,0,0
