Name, Position_SW, Team, Age, Height, Weight, Year, Total Appearances, Full Appearances, Sub ON Appearances, Sub OFF Appearances, Clean Sheets, Total Goal Conceed,Average Goals Conceed, Goals From Corner, Goals Set Piece Crosses, Goals Direct Free Kicks, Goals Open Play, Goals Open Play Outside Box, Other Goals, Goals Conceed 2, Average Saves Per Game,Num Saves, Num Saves 2, Penalties Conceded, Penalties Saved, Average Saves Per Goal Total Saves Goal, Average Claims Success, Total Claims Success, Total Claims Fail, Average Punches,Total Punches Success, Total Punches Fail, Average Distance Success, Successful Goal Kicks, Unsuccessful Goal Kicks, Successful Kicks From Hands, Unsuccessful Kicks From Hands, Successful Threw Out, Unsuccessful Threw Out,Successful Others, Unsuccessful Others, Average Distance Length, Length Goal Kicks, Length Kicks From Hands, Length Threw Out, Length Other,Total Yellow Card, Violence Yellow Card, Tackle Yellow Card, Verbal Yellow Card, Other Yellow Card, Total Red Card, Violence Red Card, Tackle Red Card, Verbal Red Card, Other Red Card
Thibaut Courtois,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/atletico-de-madrid/stats">
<span><img alt="Atlético de Madrid" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/20160729103325_atltico-madrid_h.png" title="Atlético de Madrid"/></span>
<span class="fsclt-club-name">Atlético de Madrid</span>
</a>,,1.99m,94kg,2012-2013,37,37,0,0,20,29,0.78,3,3,3,3,3,3,29,1.95,72,0,0,0,2.67,62.5,100.0,97,0,30.0,14,0,56.0,142,162,47,78,141,1,129,118,49.03,57.89,57.19,25.16,45.14,2,0,0,0,2,0,0,0,0,0
Sergio Asenjo,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/atletico-de-madrid/stats">
<span><img alt="Atlético de Madrid" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/20160729103325_atltico-madrid_h.png" title="Atlético de Madrid"/></span>
<span class="fsclt-club-name">Atlético de Madrid</span>
</a>,,1.82m,84kg,2012-2013,1,1,0,0,0,2,2.0,0,0,0,0,0,0,2,2.0,2,0,0,0,2.0,2.0,100.0,3,0,0.0,0,0,82.0,4,1,0,0,3,1,2,0,46.0,49.0,0.0,42.0,49.0,0,0,0,0,0,0,0,0,0,0
