Name, Position_SW, Team, Age, Height, Weight, Year, Total Appearances, Full Appearances, Sub ON Appearances, Sub OFF Appearances, Clean Sheets, Total Goal Conceed,Average Goals Conceed, Goals From Corner, Goals Set Piece Crosses, Goals Direct Free Kicks, Goals Open Play, Goals Open Play Outside Box, Other Goals, Goals Conceed 2, Average Saves Per Game,Num Saves, Num Saves 2, Penalties Conceded, Penalties Saved, Average Saves Per Goal Total Saves Goal, Average Claims Success, Total Claims Success, Total Claims Fail, Average Punches,Total Punches Success, Total Punches Fail, Average Distance Success, Successful Goal Kicks, Unsuccessful Goal Kicks, Successful Kicks From Hands, Unsuccessful Kicks From Hands, Successful Threw Out, Unsuccessful Threw Out,Successful Others, Unsuccessful Others, Average Distance Length, Length Goal Kicks, Length Kicks From Hands, Length Threw Out, Length Other,Total Yellow Card, Violence Yellow Card, Tackle Yellow Card, Verbal Yellow Card, Other Yellow Card, Total Red Card, Violence Red Card, Tackle Red Card, Verbal Red Card, Other Red Card
Gorka Iraizoz,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/athletic-club/stats">
<span><img alt="Athletic Club" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/20160729103419_athletic-bilbao_h.png" title="Athletic Club"/></span>
<span class="fsclt-club-name">Athletic Club</span>
</a>,,1.91m,87kg,2012-2013,35,35,0,0,8,61,1.74,8,8,8,8,8,8,61,3.6,126,0,0,0,2.1,82.07,97.0,141,4,40.0,25,0,71.0,235,137,14,28,285,11,467,225,37.17,46.09,33.4,28.37,35.23,4,0,1,0,3,0,0,0,0,0
Raúl Fernández,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/athletic-club/stats">
<span><img alt="Athletic Club" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/20160729103419_athletic-bilbao_h.png" title="Athletic Club"/></span>
<span class="fsclt-club-name">Athletic Club</span>
</a>,,1.96m,86kg,2012-2013,3,3,0,0,1,4,1.33,0,0,0,0,0,0,4,3.33,10,0,0,0,2.5,8.67,81.0,12,2,67.0,2,0,72.0,16,7,0,4,15,0,50,20,37.0,39.33,60.67,25.33,37.33,0,0,0,0,0,0,0,0,0,0
