Name, Position_SW, Team, Age, Height, Weight, Year, Total Appearances, Full Appearances, Sub ON Appearances, Sub OFF Appearances, Clean Sheets, Total Goal Conceed,Average Goals Conceed, Goals From Corner, Goals Set Piece Crosses, Goals Direct Free Kicks, Goals Open Play, Goals Open Play Outside Box, Other Goals, Goals Conceed 2, Average Saves Per Game,Num Saves, Num Saves 2, Penalties Conceded, Penalties Saved, Average Saves Per Goal Total Saves Goal, Average Claims Success, Total Claims Success, Total Claims Fail, Average Punches,Total Punches Success, Total Punches Fail, Average Distance Success, Successful Goal Kicks, Unsuccessful Goal Kicks, Successful Kicks From Hands, Unsuccessful Kicks From Hands, Successful Threw Out, Unsuccessful Threw Out,Successful Others, Unsuccessful Others, Average Distance Length, Length Goal Kicks, Length Kicks From Hands, Length Threw Out, Length Other,Total Yellow Card, Violence Yellow Card, Tackle Yellow Card, Verbal Yellow Card, Other Yellow Card, Total Red Card, Violence Red Card, Tackle Red Card, Verbal Red Card, Other Red Card
Dani Hernández,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/real-valladolid/stats">
<span><img alt="Real Valladolid" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/la-liga/valladolid-home.png" title="Real Valladolid"/></span>
<span class="fsclt-club-name">Real Valladolid</span>
</a>,,1.96m,85kg,2012-2013,24,24,0,0,6,37,1.54,6,6,6,6,6,6,37,3.29,79,0,0,0,2.32,55.75,100.0,90,1,67.0,25,0,59.0,144,115,52,86,129,4,171,135,46.13,54.29,61.21,25.71,41.54,1,0,0,0,1,0,0,0,0,0
Jaime,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/real-valladolid/stats">
<span><img alt="Real Valladolid" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/la-liga/valladolid-home.png" title="Real Valladolid"/></span>
<span class="fsclt-club-name">Real Valladolid</span>
</a>,,1.88m,80kg,2012-2013,14,14,0,0,3,21,1.5,4,4,4,4,4,4,21,3.86,54,0,0,0,2.7,38.25,94.0,45,3,57.0,11,0,70.0,93,54,11,26,95,3,117,50,37.64,45.29,51.57,23.14,34.07,1,0,0,0,1,0,0,0,0,0
