Name, Position_SW, Team, Age, Height, Weight, Year, Total Appearances, Full Appearances, Sub ON Appearances, Sub OFF Appearances, Clean Sheets, Total Goal Conceed,Average Goals Conceed, Goals From Corner, Goals Set Piece Crosses, Goals Direct Free Kicks, Goals Open Play, Goals Open Play Outside Box, Other Goals, Goals Conceed 2, Average Saves Per Game,Num Saves, Num Saves 2, Penalties Conceded, Penalties Saved, Average Saves Per Goal Total Saves Goal, Average Claims Success, Total Claims Success, Total Claims Fail, Average Punches,Total Punches Success, Total Punches Fail, Average Distance Success, Successful Goal Kicks, Unsuccessful Goal Kicks, Successful Kicks From Hands, Unsuccessful Kicks From Hands, Successful Threw Out, Unsuccessful Threw Out,Successful Others, Unsuccessful Others, Average Distance Length, Length Goal Kicks, Length Kicks From Hands, Length Threw Out, Length Other,Total Yellow Card, Violence Yellow Card, Tackle Yellow Card, Verbal Yellow Card, Other Yellow Card, Total Red Card, Violence Red Card, Tackle Red Card, Verbal Red Card, Other Red Card
Rubén Martínez,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/rayo-vallecano/stats">
<span><img alt="Rayo Vallecano" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/la-liga/rayo-vallecano-home.png" title="Rayo Vallecano"/></span>
<span class="fsclt-club-name">Rayo Vallecano</span>
</a>,,1.87m,80kg,2012-2013,30,29,0,1,8,50,1.67,6,6,6,6,6,6,50,2.93,88,0,0,0,1.8,63.34,98.0,87,2,57.0,27,0,67.0,177,101,31,56,197,3,295,181,39.4,46.13,49.77,25.6,37.87,8,0,0,0,8,1,0,1,0,0
David Cobeño,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/rayo-vallecano/stats">
<span><img alt="Rayo Vallecano" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/la-liga/rayo-vallecano-home.png" title="Rayo Vallecano"/></span>
<span class="fsclt-club-name">Rayo Vallecano</span>
</a>,,1.85m,82kg,2012-2013,8,7,1,0,2,13,1.63,1,1,1,1,1,1,13,2.5,20,0,0,0,1.54,14.08,88.0,20,0,25.0,3,0,74.0,46,22,3,8,57,1,75,32,35.13,41.75,36.75,23.13,34.13,1,0,0,0,1,0,0,0,0,0
Dani Giménez,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/rayo-vallecano/stats">
<span><img alt="Rayo Vallecano" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/la-liga/rayo-vallecano-home.png" title="Rayo Vallecano"/></span>
<span class="fsclt-club-name">Rayo Vallecano</span>
</a>,,1.82m,77kg,2012-2013,2,1,0,1,1,4,2.0,0,0,0,0,0,0,4,0.5,1,0,0,0,0.25,0.25,50.0,2,0,100.0,4,0,67.0,9,5,1,2,9,0,7,6,52.0,53.0,29.0,11.5,54.0,0,0,0,0,0,0,0,0,0,0
