Name, Position_SW, Team, Age, Height, Weight, Year, Total Appearances, Full Appearances, Sub ON Appearances, Sub OFF Appearances, Clean Sheets, Total Goal Conceed,Average Goals Conceed, Goals From Corner, Goals Set Piece Crosses, Goals Direct Free Kicks, Goals Open Play, Goals Open Play Outside Box, Other Goals, Goals Conceed 2, Average Saves Per Game,Num Saves, Num Saves 2, Penalties Conceded, Penalties Saved, Average Saves Per Goal Total Saves Goal, Average Claims Success, Total Claims Success, Total Claims Fail, Average Punches,Total Punches Success, Total Punches Fail, Average Distance Success, Successful Goal Kicks, Unsuccessful Goal Kicks, Successful Kicks From Hands, Unsuccessful Kicks From Hands, Successful Threw Out, Unsuccessful Threw Out,Successful Others, Unsuccessful Others, Average Distance Length, Length Goal Kicks, Length Kicks From Hands, Length Threw Out, Length Other,Total Yellow Card, Violence Yellow Card, Tackle Yellow Card, Verbal Yellow Card, Other Yellow Card, Total Red Card, Violence Red Card, Tackle Red Card, Verbal Red Card, Other Red Card
Miguel Ángel Moyá,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/getafe/stats">
<span><img alt="Getafe" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/la-liga/getafe-home.png" title="Getafe"/></span>
<span class="fsclt-club-name">Getafe</span>
</a>,,1.88m,83kg,2012-2013,32,32,0,0,8,44,1.38,4,4,4,4,4,4,44,3.09,99,0,0,0,2.3,76.83,93.0,128,3,44.0,18,0,66.0,190,105,64,100,145,5,314,163,41.81,48.0,51.72,26.28,37.63,1,0,0,0,1,1,0,1,0,0
Jordi Codina,Goalkeeper,<a class="fsclt-club-link" href="http://www.squawka.com/teams/getafe/stats">
<span><img alt="Getafe" class="fsclt-club-pic rounded-corners" src="http://www.squawka.com/wp-content/themes/squawka_web/uploaded_icons/clubs/crest/la-liga/getafe-home.png" title="Getafe"/></span>
<span class="fsclt-club-name">Getafe</span>
</a>,,1.89m,81kg,2012-2013,7,6,0,1,2,13,1.86,1,1,1,1,1,1,13,3.86,27,0,0,0,2.08,17.33,100.0,12,0,71.0,8,0,61.0,29,30,6,20,46,4,45,26,45.29,52.29,58.71,32.57,41.14,1,0,0,0,1,0,0,0,0,0
